
"((7.6388352, 30.164367), (7.6388304, 30.1640698))",unclassified,road
"((31.4373028, 3.6533567), (31.437217, 3.6537047))",unclassified,road
"((31.437217, 3.6537047), (31.4371473, 3.6541008))",unclassified,road
"((31.4371473, 3.6541008), (31.4370561, 3.654588))",unclassified,road
"((31.4370561, 3.654588), (31.4369595, 3.6548717))",unclassified,road
"((31.4369595, 3.6548717), (31.4369166, 3.6550377))",unclassified,road
"((36.1252999, 6.2185428), (36.1251874, 6.2185119))",unclassified,road
"((36.1251874, 6.2185119), (36.12497, 6.2184522))",unclassified,road
"((31.7572957, 0.6969334), (31.7571509, 0.6973571))",unclassified,road
"((31.7571509, 0.6973571), (31.7570838, 0.6975261))",unclassified,road
"((31.7570838, 0.6975261), (31.7570409, 0.6975663))",unclassified,road
"((31.7570409, 0.6975663), (31.756947, 0.6976012))",unclassified,road
"((31.756947, 0.6976012), (31.7568424, 0.6976709))",unclassified,road
"((14.6274062, 32.3705122), (14.627459, 32.3704382))",tertiary,road
"((14.627459, 32.3704382), (14.6277742, 32.3700134))",tertiary,road
"((14.6277742, 32.3700134), (14.6279986, 32.3697199))",tertiary,road
"((3.1898862, 34.4029204), (3.1896676, 34.4029563))",service,road
"((3.1896676, 34.4029563), (3.1895581, 34.4029646))",service,road
"((3.1895581, 34.4029646), (3.1894485, 34.4029562))",service,road
"((3.1894485, 34.4029562), (3.1893428, 34.4029313))",service,road
"((3.1893428, 34.4029313), (3.1892443, 34.4028907))",service,road
"((37.9889214, 7.1204559), (37.9891288, 7.1204161))",unclassified,road
"((37.9891288, 7.1204161), (37.9896764, 7.1203542))",unclassified,road
"((37.9896764, 7.1203542), (37.9901601, 7.1203144))",unclassified,road
"((37.9901601, 7.1203144), (37.9905414, 7.12029))",unclassified,road
"((37.9905414, 7.12029), (37.9908203, 7.1202762))",unclassified,road
"((31.9630242, 0.5856173), (31.964424, 0.5855831))",unclassified,road
"((31.964424, 0.5855831), (31.9664106, 0.5851439))",unclassified,road
"((32.3358367, 2.2598073), (32.3358858, 2.2597207))",unclassified,road
"((42.5523805, 16.9014766), (42.5518443, 16.9013762))",service,road
"((30.6623038, 3.0452307), (30.662181, 3.0454282))",unclassified,road
"((30.662181, 3.0454282), (30.6622549, 3.0457482))",unclassified,road
"((30.6622549, 3.0457482), (30.6623782, 3.0458417))",unclassified,road
"((30.6623782, 3.0458417), (30.6623486, 3.0459648))",unclassified,road
"((30.6623486, 3.0459648), (30.6623979, 3.0460731))",unclassified,road
"((35.974119, 14.7386413), (35.9741405, 14.7386654))",unclassified,road
"((35.9741405, 14.7386654), (35.974516, 14.7390501))",unclassified,road
"((35.974516, 14.7390501), (35.9748773, 14.7395144))",unclassified,road
"((35.9748773, 14.7395144), (35.9751116, 14.7399372))",unclassified,road
"((35.9751116, 14.7399372), (35.9752384, 14.7401525))",unclassified,road
"((33.8488399, 1.6276844), (33.8487843, 1.6278954))",unclassified,road
"((33.8487843, 1.6278954), (33.848688, 1.628336))",unclassified,road
"((33.848688, 1.628336), (33.8486695, 1.628721))",unclassified,road
"((33.8486695, 1.628721), (33.8486658, 1.6288987))",unclassified,road
"((33.8486658, 1.6288987), (33.8486917, 1.6289875))",unclassified,road
"((38.8998517, 9.0360416), (38.8997099, 9.0362082))",secondary,road
"((38.8997099, 9.0362082), (38.8995983, 9.0364095))",secondary,road
"((38.8995983, 9.0364095), (38.8988651, 9.0381397))",secondary,road
"((38.8988651, 9.0381397), (38.8985089, 9.0388316))",secondary,road
"((34.8720277, 0.890957), (34.8718406, 0.8907995))",unclassified,road
"((34.8718406, 0.8907995), (34.871669, 0.8906708))",unclassified,road
"((34.871669, 0.8906708), (34.8714074, 0.8905098))",unclassified,road
"((34.8714074, 0.8905098), (34.8711553, 0.8903798))",unclassified,road
"((34.8711553, 0.8903798), (34.8708629, 0.8902265))",unclassified,road
"((34.0042583, 0.1177106), (34.0043995, 0.1177249))",unclassified,road
"((34.0043995, 0.1177249), (34.0045054, 0.117726))",unclassified,road
"((34.0045054, 0.117726), (34.0045984, 0.117722))",unclassified,road
"((34.0045984, 0.117722), (34.0046758, 0.1177152))",unclassified,road
"((34.0046758, 0.1177152), (34.0048108, 0.117705))",unclassified,road
"((34.3440235, 0.1596227), (34.3440711, 0.1595423))",unclassified,road
"((34.3440711, 0.1595423), (34.3440999, 0.1594953))",unclassified,road
"((34.3440999, 0.1594953), (34.3441448, 0.1594404))",unclassified,road
"((34.3441448, 0.1594404), (34.3442105, 0.1593706))",unclassified,road
"((34.3442105, 0.1593706), (34.3442555, 0.159323))",unclassified,road
"((31.6170442, 4.8159874), (31.6171905, 4.8159412))",primary,road
"((31.6171905, 4.8159412), (31.6179308, 4.8157381))",primary,road
"((31.6179308, 4.8157381), (31.6180827, 4.8157007))",primary,road
"((31.6180827, 4.8157007), (31.6182782, 4.8156525))",primary,road
"((31.6182782, 4.8156525), (31.6187087, 4.8155643))",primary,road
"((39.5322743, 13.4722183), (39.5324402, 13.4726228))",service,road
"((39.5324402, 13.4726228), (39.5324814, 13.4727123))",service,road
"((12.4644855, 32.6279477), (12.4644366, 32.6278942))",unclassified,road
"((12.4644366, 32.6278942), (12.4643187, 32.6278716))",unclassified,road
"((12.4643187, 32.6278716), (12.4641004, 32.6278431))",unclassified,road
"((12.4641004, 32.6278431), (12.4640116, 32.6278195))",unclassified,road
"((12.4640116, 32.6278195), (12.4639708, 32.6277507))",unclassified,road
"((34.2454125, 0.1310061), (34.2453946, 0.1312095))",unclassified,road
"((34.2453946, 0.1312095), (34.2453587, 0.1315016))",unclassified,road
"((39.1106821, 21.6636884), (39.1108023, 21.6590089))",primary,road
"((32.9204839, 0.5902512), (32.9205536, 0.5900609))",tertiary,road
"((38.5344671, 8.1165783), (38.535529, 8.11599))",unclassified,road
"((38.535529, 8.11599), (38.5360647, 8.1157089))",unclassified,road
"((10.746839, 33.7369887), (10.7467814, 33.7363084))",secondary,road
"((10.7467814, 33.7363084), (10.746741, 33.7356245))",secondary,road
"((6.08352, 33.1363479), (6.0839689, 33.1363496))",tertiary,road
"((35.3790503, 14.078201), (35.3793079, 14.0777521))",secondary,road
"((35.3793079, 14.0777521), (35.3795868, 14.0772369))",secondary,road
"((35.3795868, 14.0772369), (35.3799596, 14.0766047))",secondary,road
"((35.3799596, 14.0766047), (35.3805993, 14.0755029))",secondary,road
"((35.3805993, 14.0755029), (35.3809427, 14.0749032))",secondary,road
"((33.6752474, 1.9780458), (33.675538, 1.9778888))",unclassified,road
"((38.0935818, 6.3804858), (38.093315, 6.380659))",tertiary,road
"((38.093315, 6.380659), (38.0914007, 6.3818696))",tertiary,road
"((38.0914007, 6.3818696), (38.0913054, 6.3819353))",tertiary,road
"((38.0913054, 6.3819353), (38.0910009, 6.3821545))",tertiary,road
"((5.2855599, 31.981822), (5.2853344, 31.9815521))",secondary,road
"((5.2853344, 31.9815521), (5.285195, 31.9813997))",secondary,road
"((20.1425448, 32.1458579), (20.1421733, 32.1455196))",tertiary,road
"((40.5094741, 21.3257862), (40.5095511, 21.3268593))",service,road
"((3.0209137, 36.7799994), (3.0210344, 36.779877))",unclassified,road
"((34.5906604, 0.1598821), (34.590614, 0.1598445))",unclassified,road
"((24.8838088, 12.050534), (24.8837447, 12.051729))",tertiary,road
"((37.8591551, 7.5429894), (37.8599655, 7.5426844))",unclassified,road
"((38.1735716, 7.1104529), (38.1730351, 7.1098567))",unclassified,road
"((38.1730351, 7.1098567), (38.1729868, 7.1096969))",unclassified,road
"((39.2212271, 7.4395318), (39.2213987, 7.4401701))",unclassified,road
"((39.2213987, 7.4401701), (39.2213558, 7.4408936))",unclassified,road
"((39.2213558, 7.4408936), (39.2205404, 7.4420425))",unclassified,road
"((39.2205404, 7.4420425), (39.220004, 7.4430638))",unclassified,road
"((39.220004, 7.4430638), (39.2180728, 7.4451702))",unclassified,road
"((30.4630977, 11.8534818), (30.4632704, 11.8537093))",unclassified,road
"((30.4632704, 11.8537093), (30.4642104, 11.8548761))",unclassified,road
"((30.4642104, 11.8548761), (30.4648157, 11.8554191))",unclassified,road
"((30.4648157, 11.8554191), (30.4650587, 11.8557422))",unclassified,road
"((30.4650587, 11.8557422), (30.4653201, 11.8562044))",unclassified,road
"((12.7719819, 32.744164), (12.7717915, 32.744164))",primary,road
"((12.7717915, 32.744164), (12.7715771, 32.7441669))",primary,road
"((12.7715771, 32.7441669), (12.7707079, 32.7441933))",primary,road
"((32.7113519, 13.2269288), (32.7112582, 13.2269193))",unclassified,road
"((32.7112582, 13.2269193), (32.7108264, 13.2269585))",unclassified,road
"((32.7108264, 13.2269585), (32.7104589, 13.2270472))",unclassified,road
"((32.7104589, 13.2270472), (32.7101237, 13.2272065))",unclassified,road
"((32.7101237, 13.2272065), (32.7099346, 13.2273945))",unclassified,road
"((6.1908836, 36.1506615), (6.1911124, 36.1507341))",unclassified,road
"((6.1911124, 36.1507341), (6.1911741, 36.1507601))",unclassified,road
"((3.8225368, 36.7406886), (3.8227822, 36.7409486))",service,road
"((3.8227822, 36.7409486), (3.8231275, 36.7413358))",service,road
"((3.319436, 36.6636758), (3.3175426, 36.6645319))",unclassified,road
"((3.3175426, 36.6645319), (3.3173809, 36.6646291))",unclassified,road
"((3.3173809, 36.6646291), (3.3172859, 36.6647438))",unclassified,road
"((31.4448522, 13.0149886), (31.4447903, 13.0138759))",unclassified,road
"((1.7443255, 35.5310068), (1.744447, 35.5311065))",unclassified,road
"((1.744447, 35.5311065), (1.7449513, 35.5315496))",unclassified,road
"((1.7449513, 35.5315496), (1.7452437, 35.5317875))",unclassified,road
"((1.7452437, 35.5317875), (1.745418, 35.5318879))",unclassified,road
"((1.745418, 35.5318879), (1.7455843, 35.5319927))",unclassified,road
"((1.6065188, 39.030894), (1.6065167, 39.0305725))",service,road
"((1.6065167, 39.0305725), (1.6065735, 39.0305206))",service,road
"((1.6065735, 39.0305206), (1.6065716, 39.0303983))",service,road
"((1.6065716, 39.0303983), (1.6065992, 39.0303781))",service,road
"((1.6065992, 39.0303781), (1.6066149, 39.0304038))",service,road
"((36.6037429, 14.291176), (36.6045264, 14.291425))",tertiary,road
"((36.6045264, 14.291425), (36.6046716, 14.2914593))",tertiary,road
"((36.6046716, 14.2914593), (36.6048308, 14.2914867))",tertiary,road
"((36.6048308, 14.2914867), (36.6050106, 14.2915122))",tertiary,road
"((39.9583811, 21.4877473), (39.9579144, 21.4877057))",secondary,road
"((31.3465304, 0.8527005), (31.3467997, 0.8529458))",unclassified,road
"((31.3467997, 0.8529458), (31.3470559, 0.8534178))",unclassified,road
"((31.3470559, 0.8534178), (31.3472892, 0.8536646))",unclassified,road
"((31.3472892, 0.8536646), (31.3474703, 0.8540588))",unclassified,road
"((44.8931092, 13.0788475), (44.8933258, 13.0789529))",unclassified,road
"((44.8933258, 13.0789529), (44.8935203, 13.0791138))",unclassified,road
"((44.8935203, 13.0791138), (44.8936952, 13.0791459))",unclassified,road
"((44.8936952, 13.0791459), (44.8937784, 13.0790947))",unclassified,road
"((44.8937784, 13.0790947), (44.8938821, 13.0789823))",unclassified,road
"((5.5337242, 22.8000108), (5.5334345, 22.8001042))",service,road
"((5.5334345, 22.8001042), (5.533411, 22.8001115))",service,road
"((5.533411, 22.8001115), (5.5333535, 22.8001317))",service,road
"((5.5333535, 22.8001317), (5.5333708, 22.800194))",service,road
"((5.5333708, 22.800194), (5.5333581, 22.8002596))",service,road
"((0.0198399, 38.8207898), (0.0197581, 38.820794))",tertiary,road
"((0.0197581, 38.820794), (0.0196924, 38.8207898))",tertiary,road
"((0.0196924, 38.8207898), (0.0196374, 38.8207825))",tertiary,road
"((0.0196374, 38.8207825), (0.0196066, 38.8207741))",tertiary,road
"((0.0196066, 38.8207741), (0.0195784, 38.8207627))",tertiary,road
"((39.7891859, 21.4252723), (39.7887489, 21.4252502))",tertiary,road
"((39.7887489, 21.4252502), (39.7880941, 21.4251769))",tertiary,road
"((39.7880941, 21.4251769), (39.7878133, 21.425145))",tertiary,road
"((43.4054523, 3.1700067), (43.4057111, 3.1698525))",primary,road
"((43.2957375, 13.3121683), (43.2957071, 13.3123639))",unclassified,road
"((43.2957071, 13.3123639), (43.2956009, 13.312626))",unclassified,road
"((43.2956009, 13.312626), (43.295544, 13.3133753))",unclassified,road
"((43.295544, 13.3133753), (43.2954454, 13.3136153))",unclassified,road
"((43.2954454, 13.3136153), (43.2952026, 13.3138293))",unclassified,road
"((33.8914382, 17.5015335), (33.8914436, 17.5012265))",unclassified,road
"((33.8914436, 17.5012265), (33.8914651, 17.5007507))",unclassified,road
"((33.8914651, 17.5007507), (33.8914758, 17.5002161))",unclassified,road
"((33.8914758, 17.5002161), (33.8914704, 17.4996789))",unclassified,road
"((33.8914704, 17.4996789), (33.8914677, 17.4995177))",unclassified,road
"((43.2861075, 19.117131), (43.2878354, 19.1174031))",unclassified,road
"((30.4430601, 19.5230475), (30.4433308, 19.5226748))",unclassified,road
"((30.4433308, 19.5226748), (30.4435101, 19.5224996))",unclassified,road
"((36.5665576, 9.2695334), (36.567095, 9.2701264))",unclassified,road
"((43.9619902, 15.5000733), (43.9601524, 15.5001925))",primary,road
"((31.8020591, 3.3131264), (31.8021154, 3.313022))",secondary,road
"((31.8021154, 3.313022), (31.8021718, 3.3128881))",secondary,road
"((31.8021718, 3.3128881), (31.8021946, 3.3127261))",secondary,road
"((31.8021946, 3.3127261), (31.8022026, 3.312556))",secondary,road
"((31.8022026, 3.312556), (31.8021905, 3.3124248))",secondary,road
"((0.082212, 35.7500155), (0.0803721, 35.7505171))",unclassified,road
"((36.9874564, 8.9974937), (36.9871255, 8.997412))",unclassified,road
"((36.9871255, 8.997412), (36.9863202, 8.997412))",unclassified,road
"((36.9863202, 8.997412), (36.9858845, 8.9973848))",unclassified,road
"((36.9858845, 8.9973848), (36.9853385, 8.9974338))",unclassified,road
"((30.8986405, 3.5480511), (30.8986945, 3.5481172))",unclassified,road
"((30.8986945, 3.5481172), (30.8987956, 3.5481137))",unclassified,road
"((30.8987956, 3.5481137), (30.8989387, 3.5480806))",unclassified,road
"((30.8989387, 3.5480806), (30.8991001, 3.5480566))",unclassified,road
"((30.8991001, 3.5480566), (30.8992476, 3.5480614))",unclassified,road
"((32.1864223, 0.5921729), (32.1865846, 0.5918699))",unclassified,road
"((32.1865846, 0.5918699), (32.1869212, 0.5911403))",unclassified,road
"((32.1869212, 0.5911403), (32.186991, 0.5909137))",unclassified,road
"((32.186991, 0.5909137), (32.1870004, 0.5907313))",unclassified,road
"((32.1870004, 0.5907313), (32.1869964, 0.590678))",unclassified,road
"((35.8049595, 6.951278), (35.8057123, 6.9514335))",tertiary,road
"((35.8057123, 6.9514335), (35.8060438, 6.9516191))",tertiary,road
"((35.8060438, 6.9516191), (35.807109, 6.9523481))",tertiary,road
"((35.807109, 6.9523481), (35.8094376, 6.9540163))",tertiary,road
"((35.8094376, 6.9540163), (35.8096421, 6.9543267))",tertiary,road
"((6.6208518, 36.3485133), (6.6207822, 36.3485449))",tertiary,road
"((6.6207822, 36.3485449), (6.6207258, 36.3485806))",tertiary,road
"((6.6207258, 36.3485806), (6.6206655, 36.348627))",tertiary,road
"((6.6206655, 36.348627), (6.6206145, 36.3486681))",tertiary,road
"((6.6206145, 36.3486681), (6.6205461, 36.348748))",tertiary,road
"((39.264396, 8.5404483), (39.2658343, 8.5407691))",primary,road
"((13.7751013, 32.6741241), (13.7751791, 32.6760251))",tertiary,road
"((13.7751791, 32.6760251), (13.7751147, 32.676427))",tertiary,road
"((13.7751147, 32.676427), (13.7749431, 32.6769011))",tertiary,road
"((13.7749431, 32.6769011), (13.7746239, 32.6777014))",tertiary,road
"((33.9721781, 1.3379446), (33.971824, 1.3362251))",tertiary,road
"((33.971824, 1.3362251), (33.9715397, 1.3352088))",tertiary,road
"((33.9715397, 1.3352088), (33.9714351, 1.3348522))",tertiary,road
"((33.9714351, 1.3348522), (33.9712206, 1.3344607))",tertiary,road
"((33.9712206, 1.3344607), (33.9707217, 1.3337662))",tertiary,road
"((44.3858014, 14.547078), (44.3851684, 14.5469534))",tertiary,road
"((39.1232034, 21.6309406), (39.1231683, 21.6310841))",tertiary,road
"((43.905154, 8.742687), (43.9050234, 8.7425129))",unclassified,road
"((43.9050234, 8.7425129), (43.9043966, 8.7421497))",unclassified,road
"((43.9043966, 8.7421497), (43.904058, 8.7420497))",unclassified,road
"((43.904058, 8.7420497), (43.9037326, 8.741878))",unclassified,road
"((43.9037326, 8.741878), (43.9035985, 8.7416998))",unclassified,road
"((5.7022771, 36.0952723), (5.7023737, 36.0952701))",unclassified,road
"((5.7023737, 36.0952701), (5.7042325, 36.0952742))",unclassified,road
"((5.7042325, 36.0952742), (5.7043129, 36.0952744))",unclassified,road
"((5.7043129, 36.0952744), (5.7047769, 36.0952831))",unclassified,road
"((5.7047769, 36.0952831), (5.7052571, 36.0952376))",unclassified,road
"((32.5359094, 15.5746061), (32.5371181, 15.5748049))",tertiary,road
"((31.708501, 3.8249202), (31.7084527, 3.8247382))",unclassified,road
"((35.6196901, 1.2895023), (35.6198585, 1.2895455))",tertiary,road
"((37.944553, 11.3378218), (37.9443443, 11.3373233))",tertiary,road
"((37.9443443, 11.3373233), (37.9437189, 11.3358295))",tertiary,road
"((37.9437189, 11.3358295), (37.9435334, 11.3353448))",tertiary,road
"((37.9435334, 11.3353448), (37.9434433, 11.3351433))",tertiary,road
"((37.9434433, 11.3351433), (37.9433731, 11.3350347))",tertiary,road
geometry,class,subtype
"((5.716686, 43.6837727), (5.7166905, 43.6836632))",service,road
"((5.7166905, 43.6836632), (5.716662, 43.6836057))",service,road
"((5.716662, 43.6836057), (5.716578, 43.6835254))",service,road
"((5.716578, 43.6835254), (5.7165646, 43.6834896))",service,road
"((5.7165646, 43.6834896), (5.7165765, 43.6834614))",service,road
"((0.933552, 44.2346339), (0.9335984, 44.2346189))",service,road
"((0.9335984, 44.2346189), (0.9336988, 44.2346178))",service,road
"((0.9336988, 44.2346178), (0.9337887, 44.234636))",service,road
"((0.9337887, 44.234636), (0.9338142, 44.2346607))",service,road
"((0.9338142, 44.2346607), (0.9338082, 44.2346801))",service,road
"((2.6101327, 44.8719598), (2.6099879, 44.8720159))",service,road
"((2.1462389, 43.9354412), (2.1461789, 43.9353593))",primary,road
