geometry,class,subtype
"((-86.0558996, 39.9013828), (-86.0542421, 39.901389))",service,road
"((-85.5386643, 41.462934), (-85.538823, 41.4629173))",unclassified,road
"((-86.2060419, 39.6917519), (-86.2057417, 39.6916626))",motorway,road
"((-80.9315192, 34.1463735), (-80.9319954, 34.1468631))",service,road
"((-81.4400932, 34.1993086), (-81.4408743, 34.1992378))",unclassified,road
"((-82.5988613, 34.7075349), (-82.5986578, 34.707542))",service,road
"((-89.7088006, 41.7316009), (-89.7087761, 41.7325351))",unclassified,road
"((-80.3961853, 35.5619801), (-80.3956144, 35.561762))",service,road
"((-79.2915034, 37.1308408), (-79.291633, 37.1308656))",service,road
"((-82.257474, 34.965594), (-82.257795, 34.965648))",tertiary,road
"((-80.3624396, 34.980162), (-80.362214, 34.980263))",service,road
"((-84.638656, 41.526881), (-84.638673, 41.526826))",service,road
"((-88.5896978, 40.9350608), (-88.5897257, 40.9351269))",service,road
"((-84.409143, 41.696362), (-84.409151, 41.697364))",tertiary,road
"((-81.849491, 37.086166), (-81.84947, 37.086056))",tertiary,road
"((-80.7277646, 35.0148047), (-80.7276767, 35.0148073))",service,road
"((-83.8365915, 34.6242802), (-83.8364856, 34.6242154))",service,road
"((-82.087129, 37.23819), (-82.086931, 37.23854))",unclassified,road
"((-82.3432356, 34.72788), (-82.3433162, 34.7280489))",service,road
"((-89.5670902, 40.661149), (-89.5663411, 40.6601347))",motorway,road
"((-81.9811116, 36.1350187), (-81.981235, 36.1350707))",service,road
"((-87.8518369, 41.6224086), (-87.8518169, 41.6221619))",service,road
"((-83.5749752, 34.5003823), (-83.5748888, 34.5002683))",service,road
"((-87.0591898, 41.5639476), (-87.0591909, 41.563873))",service,road
"((-84.2512347, 38.2988861), (-84.2513229, 38.2988446))",service,road
"((-82.261083, 36.847636), (-82.261073, 36.847661))",service,road
"((-86.2490393, 41.7180142), (-86.2490419, 41.7183887))",service,road
"((-82.4489113, 34.8663038), (-82.4491445, 34.8660526))",service,road
"((-84.203601, 36.0309295), (-84.2037249, 36.0311658))",service,road
"((-80.0002971, 35.9580816), (-80.0003521, 35.9579345))",service,road
"((-86.113535, 39.3944275), (-86.113419, 39.3944326))",unclassified,road
"((-80.9008724, 38.5556015), (-80.9007243, 38.5556658))",unclassified,road
"((-80.9051069, 35.6425614), (-80.905093, 35.6426058))",service,road
"((-80.6536707, 38.8517071), (-80.6537167, 38.8521153))",service,road
"((-81.6081721, 38.3350726), (-81.608151, 38.3351325))",service,road
"((-87.1050685, 41.5646013), (-87.1058408, 41.5646315))",service,road
"((-89.0866955, 42.2596152), (-89.0867124, 42.2593646))",primary,road
"((-82.1282686, 35.0863232), (-82.1282633, 35.0861236))",service,road
"((-81.1153768, 34.0684356), (-81.1158288, 34.0683292))",service,road
"((-86.3226701, 41.362815), (-86.3226614, 41.3622714))",service,road
"((-80.1722685, 35.3810089), (-80.1722007, 35.3810617))",service,road
"((-88.3316529, 41.7243589), (-88.3318506, 41.7243565))",service,road
"((-85.4254944, 41.2786113), (-85.425659, 41.2785804))",service,road
"((-80.5681562, 36.2922061), (-80.5680866, 36.2924198))",service,road
"((-89.3226239, 43.1393797), (-89.322719, 43.140175))",primary,road
"((-83.7685855, 38.991647), (-83.7682698, 38.9915503))",service,road
"((-88.2877086, 42.0512696), (-88.2877208, 42.0512074))",service,road
"((-79.8237223, 36.2127684), (-79.8237799, 36.2128023))",service,road
"((-82.1634712, 34.9638521), (-82.1634022, 34.9639615))",service,road
"((-86.0294138, 42.0410399), (-86.0293974, 42.0410029))",service,road
"((-89.6694071, 43.0160868), (-89.6692976, 43.0161092))",service,road
"((-89.5861094, 40.6704128), (-89.5861106, 40.6704028))",service,road
"((-81.6706053, 39.329272), (-81.6702993, 39.329296))",service,road
"((-79.110337, 37.046967), (-79.109973, 37.046916))",service,road
"((-80.9954787, 35.0994939), (-80.9961751, 35.0991057))",primary,road
"((-84.0567531, 34.8873902), (-84.0567394, 34.8877461))",unclassified,road
"((-83.793309, 37.826996), (-83.79355, 37.826978))",secondary,road
"((-82.597684, 35.610581), (-82.5976935, 35.6104308))",tertiary,road
"((-81.9847415, 34.977472), (-81.9847956, 34.977408))",service,road
"((-82.814624, 36.5200116), (-82.8146891, 36.5197657))",service,road
"((-79.5108472, 36.0616684), (-79.5107409, 36.0617461))",unclassified,road
"((-83.6989264, 33.9631341), (-83.6987844, 33.9629932))",service,road
"((-87.7800369, 42.0722591), (-87.7801402, 42.0722425))",service,road
"((-87.7203765, 41.8689859), (-87.7205098, 41.868933))",service,road
"((-87.7793521, 41.6908495), (-87.7800342, 41.6908274))",service,road
"((-88.5382947, 41.6730257), (-88.5382504, 41.6729208))",service,road
"((-88.2849393, 40.0984434), (-88.2849366, 40.0985687))",service,road
"((-88.0178304, 41.9022797), (-88.0178243, 41.9024825))",tertiary,road
"((-81.2096976, 36.4077706), (-81.2097557, 36.4078407))",service,road
"((-82.451327, 34.939639), (-82.4516676, 34.9393398))",service,road
"((-79.954387, 37.947412), (-79.954291, 37.947422))",service,road
"((-87.93533, 42.1838033), (-87.9352354, 42.1838083))",service,road
"((-84.8067478, 39.9123943), (-84.8066887, 39.9123934))",service,road
"((-84.0711968, 35.8118885), (-84.0712116, 35.8118555))",service,road
"((-88.4904064, 41.8220165), (-88.4904804, 41.8221713))",service,road
"((-84.0128242, 33.8767401), (-84.0129892, 33.8769138))",service,road
"((-82.3509263, 34.7960417), (-82.3506918, 34.7959788))",service,road
"((-79.0540534, 35.0273549), (-79.0541865, 35.0271531))",service,road
"((-78.9544338, 38.137757), (-78.9543629, 38.1378308))",service,road
"((-84.7134313, 41.1927189), (-84.7135165, 41.1926799))",service,road
"((-89.5492561, 43.1110807), (-89.5492587, 43.1103554))",service,road
"((-84.2689374, 36.0006593), (-84.2687476, 36.0007471))",service,road
"((-80.7529606, 35.2905124), (-80.7526871, 35.2904205))",service,road
"((-85.4479642, 41.9191877), (-85.4479743, 41.919375))",service,road
"((-85.8570143, 41.5813362), (-85.8571084, 41.5813358))",service,road
"((-81.756583, 35.7499152), (-81.7564624, 35.7498575))",service,road
"((-79.951231, 36.0528864), (-79.9511069, 36.0523137))",service,road
"((-82.9239911, 34.6716947), (-82.9246254, 34.6731433))",tertiary,road
"((-85.1304248, 41.1168031), (-85.1303757, 41.1167474))",service,road
"((-79.4390657, 36.1072421), (-79.4390067, 36.1071283))",service,road
"((-80.748818, 37.10623), (-80.748781, 37.106224))",service,road
"((-80.4129246, 37.2273938), (-80.4124606, 37.2276864))",service,road
"((-81.9949837, 34.9422347), (-81.9947634, 34.941917))",service,road
"((-88.073549, 41.6812748), (-88.0732421, 41.6814377))",service,road
"((-81.0355545, 33.985161), (-81.0353999, 33.984081))",secondary,road
"((-82.2781567, 34.8069974), (-82.2778662, 34.807044))",service,road
"((-80.214477, 36.28126), (-80.214614, 36.281091))",tertiary,road
"((-84.2595137, 39.0977346), (-84.2596485, 39.097869))",service,road
"((-86.2659869, 39.9245632), (-86.2657203, 39.9242062))",service,road
"((-84.2427054, 34.2013892), (-84.2424711, 34.2011999))",service,road
"((-78.9906982, 38.0911362), (-78.9905345, 38.0910146))",service,road
"((-84.3733937, 39.2657935), (-84.3734284, 39.2654926))",service,road
"((-80.6282368, 36.5538604), (-80.6282525, 36.5538005))",service,road
"((-78.7728448, 35.7874829), (-78.7726256, 35.7876708))",service,road
"((-81.4997791, 35.2715551), (-81.498236, 35.2714717))",service,road
"((-78.941677, 36.392267), (-78.9367868, 36.3921424))",tertiary,road
"((-78.928717, 38.315405), (-78.928646, 38.315409))",service,road
"((-81.2395428, 34.1038219), (-81.2396105, 34.1035938))",service,road
"((-88.267032, 40.112735), (-88.267276, 40.112741))",secondary,road
"((-80.9488777, 34.1090014), (-80.9487589, 34.1091775))",service,road
"((-80.2054625, 35.8749694), (-80.2052644, 35.875021))",service,road
"((-80.8656698, 37.7019049), (-80.8653962, 37.7020104))",service,road
"((-80.9614099, 34.1304235), (-80.9611837, 34.1304332))",service,road
"((-81.732393, 36.786736), (-81.73255, 36.787002))",service,road
"((-82.6344103, 35.4030057), (-82.634397, 35.4031173))",service,road
"((-83.1593952, 35.954966), (-83.1595457, 35.9550201))",primary,road
"((-88.0010248, 41.6606283), (-88.0000917, 41.6606437))",service,road
"((-81.229336, 37.164248), (-81.229297, 37.164228))",service,road
"((-79.1631838, 37.3681118), (-79.1632466, 37.3680503))",service,road
"((-79.8120659, 38.0016485), (-79.8121685, 38.0015266))",service,road
"((-88.2684436, 42.0518689), (-88.268449, 42.0516896))",service,road
"((-84.2164719, 39.266053), (-84.2164436, 39.2660768))",service,road
"((-86.05089, 39.6812386), (-86.0508102, 39.6812403))",secondary,road
"((-84.9859127, 40.1561283), (-84.9856807, 40.1561304))",service,road
"((-82.948742, 34.1890184), (-82.9489163, 34.1887699))",unclassified,road
"((-80.053474, 37.050758), (-80.054281, 37.051123))",service,road
"((-79.1684217, 37.4004799), (-79.1685273, 37.4002065))",secondary,road
"((-81.6937727, 39.3681226), (-81.6937324, 39.3681282))",service,road
"((-80.8917326, 35.6981648), (-80.8917494, 35.6980299))",service,road
"((-84.709083, 41.868598), (-84.709723, 41.868504))",unclassified,road
"((-80.2586989, 34.99878), (-80.2586959, 34.9986978))",service,road
"((-86.0513337, 40.1204917), (-86.0514184, 40.1199761))",service,road
"((-87.9458178, 41.7171055), (-87.9458702, 41.7168731))",service,road
"((-86.1264907, 39.8471451), (-86.1265736, 39.8471495))",service,road
"((-89.396198, 43.1398968), (-89.3964211, 43.1398984))",service,road
"((-87.8043005, 41.6107593), (-87.8043605, 41.6108684))",service,road
"((-84.2446731, 35.7950133), (-84.2446283, 35.7949463))",service,road
"((-88.8944705, 40.9994207), (-88.8946185, 41.0005087))",unclassified,road
"((-79.9836675, 37.2256397), (-79.9840502, 37.2258779))",service,road
"((-86.1554401, 39.882016), (-86.1556378, 39.8820388))",service,road
"((-82.3310776, 35.1059387), (-82.3310536, 35.1059044))",service,road
"((-87.8097231, 41.7771084), (-87.8097188, 41.7769876))",service,road
"((-82.445501, 36.473241), (-82.445396, 36.473305))",unclassified,road
"((-83.1065348, 34.4362366), (-83.1063885, 34.4365356))",primary,road
"((-80.566352, 36.723241), (-80.566572, 36.723254))",service,road
"((-87.743817, 41.8248274), (-87.7437711, 41.8248276))",service,road
"((-85.402806, 39.931607), (-85.40385, 39.931625))",primary,road
"((-86.628347, 39.52129), (-86.62834, 39.522677))",service,road
"((-80.875957, 36.333156), (-80.876824, 36.333728))",primary,road
"((-78.902923, 36.718492), (-78.90297, 36.718675))",secondary,road
"((-89.764248, 41.13383), (-89.764528, 41.13387))",service,road
"((-89.5400119, 42.9882123), (-89.5406599, 42.9882084))",service,road
"((-79.999577, 36.857511), (-79.99961, 36.857602))",tertiary,road
"((-78.800681, 38.55892), (-78.800608, 38.559034))",service,road
"((-82.944707, 36.597796), (-82.944489, 36.597726))",service,road
"((-82.5575939, 34.8085507), (-82.5569818, 34.8081248))",tertiary,road
"((-86.0492194, 41.8772557), (-86.0490999, 41.877378))",service,road
"((-89.3265671, 40.6016469), (-89.3263036, 40.6016939))",service,road
"((-81.2474307, 35.5516673), (-81.2473782, 35.5514481))",service,road
"((-80.3285022, 36.2756891), (-80.3284014, 36.2756456))",service,road
"((-86.3331941, 39.8630757), (-86.3330008, 39.8630787))",service,road
"((-86.6007143, 39.7322173), (-86.6035459, 39.7314414))",,rail
"((-79.7716008, 34.1677125), (-79.771686, 34.1677207))",service,road
"((-87.891333, 41.9773413), (-87.8911806, 41.9772482))",motorway,road
"((-82.471622, 35.2696961), (-82.4716812, 35.2695462))",service,road
"((-83.5307609, 34.2837257), (-83.531794, 34.284096))",unclassified,road
"((-81.6635865, 35.3661117), (-81.6634962, 35.366129))",service,road
"((-88.8800653, 41.4130567), (-88.8800106, 41.4130164))",service,road
"((-88.1991495, 41.4944107), (-88.1989633, 41.4943529))",service,road
"((-81.882894, 39.119024), (-81.882522, 39.118911))",service,road
"((-89.7723504, 41.0584403), (-89.7723555, 41.0573803))",service,road
"((-88.6031898, 42.2449968), (-88.6031479, 42.2456431))",service,road
"((-82.813736, 35.4084274), (-82.8136579, 35.4084062))",service,road
"((-87.3648257, 41.4501494), (-87.3648221, 41.4494263))",secondary,road
"((-79.023273, 37.272104), (-79.023138, 37.272185))",service,road
"((-80.3902034, 36.0568549), (-80.3902735, 36.0568942))",service,road
"((-79.1508683, 37.4150251), (-79.1509806, 37.4149477))",primary,road
"((-79.7764448, 35.9073584), (-79.7763224, 35.9073806))",service,road
"((-87.793434, 42.1667983), (-87.7930706, 42.1667993))",service,road
"((-86.467564, 40.0598876), (-86.4675101, 40.0598849))",service,road
"((-87.7086227, 42.0440901), (-87.7091487, 42.0440926))",service,road
"((-82.8088111, 34.9730687), (-82.8088409, 34.9731795))",service,road
"((-80.267299, 37.44599), (-80.267206, 37.445984))",service,road
"((-87.8776755, 41.2061026), (-87.8776764, 41.2060598))",service,road
"((-84.1381516, 39.213193), (-84.1381194, 39.2131411))",service,road
"((-80.0450061, 37.2949109), (-80.0444686, 37.2950408))",service,road
"((-88.3067061, 41.6909977), (-88.3066127, 41.6910074))",secondary,road
"((-80.9536956, 34.1856339), (-80.953792, 34.1855707))",service,road
"((-82.6013321, 35.5684442), (-82.6016828, 35.5691686))",tertiary,road
"((-85.1993565, 41.0002472), (-85.1990511, 41.0002509))",service,road
"((-82.9799704, 35.1054735), (-82.9802142, 35.1052932))",service,road
"((-86.1878766, 39.7546359), (-86.1879124, 39.754619))",motorway,road
"((-79.833687, 35.067641), (-79.8335452, 35.0676493))",service,road
"((-83.831005, 34.2880228), (-83.8306597, 34.288002))",service,road
"((-86.3647017, 40.7773221), (-86.3646565, 40.7773116))",service,road
"((-82.8055353, 34.6862488), (-82.8055336, 34.6860972))",service,road
"((-84.2127751, 39.0741895), (-84.21266, 39.0741112))",service,road
"((-79.0221766, 36.1179748), (-79.0219748, 36.1179273))",service,road
"((-82.2379354, 34.730364), (-82.2376527, 34.7304535))",service,road
"((-83.8654826, 34.1590254), (-83.8654253, 34.1591077))",service,road
"((-81.6245584, 38.3734767), (-81.62475, 38.3732276))",service,road
"((-84.8962418, 41.2844252), (-84.8962455, 41.2850144))",service,road
"((-86.3135841, 39.6990688), (-86.3133756, 39.6992365))",tertiary,road
"((-83.210863, 38.301703), (-83.2108764, 38.301647))",service,road
"((-80.8441974, 35.3202082), (-80.8441411, 35.3200257))",service,road
"((-85.9713349, 41.7101306), (-85.9713279, 41.709908))",service,road
"((-84.1758889, 37.9961146), (-84.176, 37.9958))",service,road
"((-83.3067375, 38.9125679), (-83.3068308, 38.9124858))",service,road
"((-80.9944371, 34.0410613), (-80.9944348, 34.0411716))",service,road
"((-89.0370664, 42.2663983), (-89.0370637, 42.266628))",service,road
"((-81.04026, 39.2790455), (-81.040396, 39.2790486))",service,road
"((-86.1657547, 39.7566258), (-86.165752, 39.7566923))",primary,road
"((-87.6180492, 41.6074084), (-87.6180554, 41.6079215))",service,road
"((-83.853945, 35.321631), (-83.85375, 35.321796))",service,road
"((-84.937911, 41.7383014), (-84.9379091, 41.7389498))",tertiary,road
"((-83.3996814, 34.2033852), (-83.3996885, 34.2035421))",service,road
"((-81.0437417, 34.0141065), (-81.0443465, 34.0148936))",tertiary,road
"((-84.1131431, 36.036289), (-84.1131416, 36.036242))",service,road
"((-79.841838, 37.349238), (-79.841658, 37.349138))",unclassified,road
"((-88.1415221, 41.9019321), (-88.1415063, 41.9016775))",service,road
"((-84.2861216, 34.1523255), (-84.2861037, 34.1522935))",service,road
"((-89.9665716, 40.7579131), (-89.9666547, 40.757777))",service,road
"((-78.875747, 36.967779), (-78.875777, 36.967631))",tertiary,road
"((-78.7689421, 35.7131208), (-78.7689102, 35.7131064))",service,road
"((-79.4624072, 34.1950029), (-79.4626196, 34.1950681))",service,road
"((-79.8955575, 35.757368), (-79.8955611, 35.7574093))",service,road
"((-81.2228062, 35.5138538), (-81.221928, 35.513848))",tertiary,road
"((-84.0383421, 33.9421031), (-84.038691, 33.9422121))",primary,road
"((-79.8312977, 36.08351), (-79.8312142, 36.0834738))",service,road
"((-79.9702117, 35.9381939), (-79.970143, 35.93818))",service,road
"((-89.3262651, 43.3134051), (-89.3261705, 43.313492))",service,road
"((-87.2196322, 41.3855477), (-87.2187389, 41.3855462))",service,road
"((-82.8367571, 34.6913498), (-82.8367414, 34.6914547))",service,road
"((-84.2255498, 34.843285), (-84.225583, 34.8431936))",service,road
"((-83.904007, 37.736218), (-83.89932, 37.734391))",service,road
"((-80.4164913, 37.2323049), (-80.4163767, 37.2323831))",service,road
"((-85.0567266, 40.9940459), (-85.0567045, 40.9935608))",secondary,road
"((-87.4445041, 41.5371841), (-87.4446287, 41.5371857))",service,road
"((-86.257306, 41.6666437), (-86.2573016, 41.6664984))",service,road
"((-80.9394188, 35.1986155), (-80.9393453, 35.19863))",service,road
"((-85.6813751, 40.5577265), (-85.6790668, 40.5577725))",secondary,road
"((-84.1740024, 34.2527584), (-84.173966, 34.2527446))",service,road
"((-82.5498466, 36.534254), (-82.5499134, 36.5346583))",service,road
"((-89.4116295, 42.8691102), (-89.4117117, 42.8690834))",service,road
"((-85.1688831, 40.9815495), (-85.1691942, 40.9815667))",service,road
"((-86.1601635, 39.7656855), (-86.1601262, 39.7656842))",primary,road
"((-82.3118918, 34.8587805), (-82.3118065, 34.8587874))",service,road
"((-88.3114974, 41.7545074), (-88.3115419, 41.7544585))",service,road
"((-89.4445031, 40.2351451), (-89.4443389, 40.2352156))",service,road
"((-80.8414675, 35.1995351), (-80.8414263, 35.1995917))",service,road
"((-84.862515, 39.8209283), (-84.8625151, 39.8208621))",service,road
"((-79.741267, 34.903279), (-79.741763, 34.903686))",secondary,road
"((-88.1446314, 42.060318), (-88.1444632, 42.0602235))",primary,road
"((-79.324232, 36.75628), (-79.324066, 36.756487))",secondary,road
"((-79.2047922, 34.7029498), (-79.205306, 34.703157))",service,road
"((-80.4352312, 35.2556471), (-80.4352571, 35.255708))",service,road
"((-80.5362445, 37.1876865), (-80.5360432, 37.1880101))",service,road
